is_defect_prone,filepath,filename,directory,file_ext,language,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,total_commits,total_authors,total_churn,avg_churn,max_churn,lines_added,lines_deleted,avg_loc,max_loc,min_loc,loc_var,avg_cc,sum_cc,churn_per_loc,add_del_ratio,loc_range,cyclomatic_complexity,num_functions,num_classes,comment_lines,blank_lines,code_lines,comment_ratio,avg_func_complexity,max_nesting,long_methods,complexity_per_loc,churn_density,author_diversity,commit_frequency,defect_commits,first_seen,last_seen,dataset_name,task_type
1,record_24,record_24,.,,Unknown,119.0,14.0,1.0,14.0,289.0,1605.28,0.03,30.72,52.25,49320.73,0.54,2740.04,85.0,26.0,6.0,0.0,18.0,29.0,190.0,99.0,27.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_25,record_25,.,,Unknown,35.0,4.0,1.0,4.0,78.0,362.22,0.07,14.31,25.32,5182.54,0.12,287.92,31.0,0.0,2.0,0.0,12.0,13.0,47.0,31.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_26,record_26,.,,Unknown,33.0,4.0,1.0,4.0,73.0,334.7,0.07,14.5,23.08,4853.18,0.11,269.62,30.0,0.0,1.0,0.0,12.0,12.0,44.0,29.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_27,record_27,.,,Unknown,17.0,2.0,1.0,2.0,25.0,92.51,0.16,6.4,14.45,592.07,0.03,32.89,12.0,0.0,3.0,0.0,8.0,5.0,17.0,8.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_28,record_28,.,,Unknown,44.0,3.0,1.0,3.0,127.0,603.87,0.06,16.0,37.74,9661.93,0.2,536.77,38.0,2.0,2.0,0.0,12.0,15.0,87.0,40.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_29,record_29,.,,Unknown,84.0,15.0,9.0,15.0,230.0,1347.34,0.04,25.26,53.35,34029.33,0.45,1890.52,72.0,0.0,10.0,0.0,21.0,37.0,141.0,89.0,29.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_30,record_30,.,,Unknown,56.0,3.0,1.0,3.0,150.0,769.39,0.07,14.09,54.62,10838.4,0.26,602.13,43.0,3.0,4.0,0.0,12.0,23.0,96.0,54.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_31,record_31,.,,Unknown,58.0,3.0,1.0,3.0,191.0,1016.49,0.05,21.0,48.4,21346.25,0.34,1185.9,46.0,2.0,3.0,0.0,15.0,25.0,121.0,70.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_32,record_32,.,,Unknown,78.0,7.0,1.0,6.0,213.0,1189.6,0.06,17.71,67.19,21062.86,0.4,1170.16,66.0,4.0,6.0,0.0,14.0,34.0,127.0,86.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_33,record_33,.,,Unknown,75.0,8.0,3.0,8.0,250.0,1356.57,0.03,29.1,46.62,39470.86,0.45,2192.83,63.0,5.0,5.0,0.0,17.0,26.0,161.0,89.0,15.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_34,record_34,.,,Unknown,12.0,1.0,1.0,1.0,22.0,76.11,0.3,3.33,22.83,253.69,0.03,14.09,6.0,1.0,3.0,0.0,5.0,6.0,14.0,8.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_35,record_35,.,,Unknown,11.0,1.0,1.0,1.0,22.0,76.11,0.3,3.33,22.83,253.69,0.03,14.09,6.0,1.0,2.0,0.0,5.0,6.0,14.0,8.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_36,record_36,.,,Unknown,69.0,10.0,1.0,10.0,199.0,1059.06,0.04,25.0,42.36,26476.59,0.35,1470.92,54.0,7.0,6.0,0.0,16.0,24.0,124.0,75.0,19.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_37,record_37,.,,Unknown,39.0,5.0,3.0,5.0,86.0,430.0,0.09,11.67,36.86,5016.67,0.14,278.7,33.0,1.0,1.0,0.0,14.0,18.0,56.0,30.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_38,record_38,.,,Unknown,53.0,5.0,1.0,5.0,113.0,579.61,0.1,9.65,60.05,5594.49,0.19,310.8,47.0,0.0,0.0,0.0,12.0,23.0,76.0,37.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_39,record_39,.,,Unknown,52.0,5.0,1.0,5.0,107.0,544.36,0.1,9.82,55.44,5344.61,0.18,296.92,46.0,0.0,1.0,0.0,12.0,22.0,71.0,36.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_40,record_40,.,,Unknown,30.0,2.0,1.0,2.0,74.0,330.0,0.08,12.5,26.4,4124.97,0.11,229.17,24.0,2.0,2.0,0.0,10.0,12.0,44.0,30.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_41,record_41,.,,Unknown,27.0,3.0,1.0,3.0,77.0,394.95,0.14,7.1,55.59,2805.82,0.13,155.88,22.0,0.0,3.0,0.0,11.0,24.0,46.0,31.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_42,record_42,.,,Unknown,47.0,7.0,1.0,6.0,105.0,525.0,0.08,12.05,43.58,6323.86,0.18,351.33,43.0,0.0,2.0,0.0,10.0,22.0,52.0,53.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_43,record_43,.,,Unknown,49.0,7.0,1.0,6.0,110.0,554.88,0.08,12.17,45.58,6755.1,0.18,375.28,44.0,0.0,3.0,0.0,10.0,23.0,54.0,56.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_44,record_44,.,,Unknown,7.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,4.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_45,record_45,.,,Unknown,66.0,12.0,5.0,12.0,177.0,922.07,0.05,20.45,45.08,18860.59,0.31,1047.81,55.0,4.0,5.0,0.0,15.0,22.0,117.0,60.0,23.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_46,record_46,.,,Unknown,14.0,1.0,1.0,1.0,29.0,118.54,0.18,5.63,21.07,666.77,0.04,37.04,7.0,2.0,2.0,0.0,9.0,8.0,19.0,10.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_47,record_47,.,,Unknown,29.0,3.0,1.0,3.0,64.0,300.83,0.11,9.17,32.82,2757.59,0.1,153.2,25.0,0.0,1.0,0.0,11.0,15.0,39.0,25.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_48,record_48,.,,Unknown,6.0,1.0,1.0,1.0,14.0,48.43,0.4,2.5,19.37,121.08,0.02,6.73,4.0,0.0,0.0,0.0,5.0,6.0,8.0,6.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_49,record_49,.,,Unknown,12.0,1.0,1.0,1.0,36.0,140.65,0.19,5.25,26.79,738.4,0.05,41.02,9.0,0.0,0.0,0.0,7.0,8.0,24.0,12.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_50,record_50,.,,Unknown,38.0,7.0,1.0,7.0,119.0,583.92,0.06,16.0,36.49,9342.72,0.19,519.03,30.0,0.0,6.0,0.0,12.0,18.0,71.0,48.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_51,record_51,.,,Unknown,132.0,16.0,11.0,13.0,322.0,2052.76,0.03,29.65,69.24,60862.61,0.68,3381.26,101.0,7.0,22.0,0.0,26.0,57.0,192.0,130.0,31.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_52,record_52,.,,Unknown,26.0,4.0,1.0,4.0,81.0,418.76,0.08,11.79,35.53,4935.43,0.14,274.19,24.0,0.0,0.0,0.0,15.0,21.0,48.0,33.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_53,record_53,.,,Unknown,56.0,5.0,1.0,4.0,178.0,988.72,0.08,13.19,74.95,13042.34,0.33,724.57,48.0,1.0,5.0,0.0,13.0,34.0,109.0,69.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_54,record_54,.,,Unknown,21.0,1.0,1.0,1.0,76.0,365.36,0.16,6.2,58.93,2265.23,0.12,125.85,14.0,0.0,0.0,0.0,8.0,20.0,45.0,31.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_55,record_55,.,,Unknown,43.0,6.0,5.0,5.0,95.0,508.97,0.05,18.9,26.93,9619.48,0.17,534.42,30.0,0.0,10.0,0.0,21.0,20.0,59.0,36.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_56,record_56,.,,Unknown,12.0,4.0,1.0,2.0,44.0,199.04,0.1,9.82,20.27,1954.18,0.07,108.57,10.0,0.0,0.0,0.0,12.0,11.0,26.0,18.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_57,record_57,.,,Unknown,11.0,1.0,1.0,1.0,26.0,98.99,0.17,6.0,16.5,593.95,0.03,33.0,8.0,0.0,1.0,0.0,8.0,6.0,17.0,9.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_58,record_58,.,,Unknown,26.0,2.0,1.0,2.0,68.0,319.63,0.14,7.15,44.72,2284.41,0.11,126.91,21.0,0.0,3.0,0.0,9.0,17.0,41.0,27.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_59,record_59,.,,Unknown,80.0,11.0,1.0,11.0,274.0,1637.77,0.03,28.71,57.05,47016.12,0.55,2612.01,66.0,2.0,10.0,0.0,22.0,41.0,167.0,107.0,21.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_60,record_60,.,,Unknown,63.0,8.0,1.0,8.0,185.0,1069.55,0.04,24.33,43.95,26025.75,0.36,1445.88,52.0,2.0,7.0,0.0,22.0,33.0,112.0,73.0,15.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_61,record_61,.,,Unknown,10.0,2.0,1.0,2.0,23.0,87.57,0.08,12.83,6.82,1123.8,0.03,62.43,8.0,0.0,0.0,0.0,11.0,3.0,16.0,7.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_62,record_62,.,,Unknown,9.0,2.0,1.0,1.0,31.0,129.27,0.18,5.6,23.08,723.9,0.04,40.22,6.0,0.0,0.0,0.0,8.0,10.0,17.0,14.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_63,record_63,.,,Unknown,35.0,5.0,1.0,4.0,89.0,448.95,0.05,20.4,22.01,9158.6,0.15,508.81,29.0,1.0,3.0,0.0,18.0,15.0,55.0,34.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_64,record_64,.,,Unknown,9.0,1.0,1.0,1.0,25.0,92.51,0.4,2.5,37.0,231.28,0.03,12.85,7.0,0.0,0.0,0.0,5.0,8.0,17.0,8.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_65,record_65,.,,Unknown,16.0,2.0,1.0,2.0,35.0,136.74,0.07,13.75,9.94,1880.19,0.05,104.46,11.0,0.0,1.0,2.0,11.0,4.0,25.0,10.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_66,record_66,.,,Unknown,5.0,1.0,1.0,1.0,10.0,28.07,0.27,3.75,7.49,105.28,0.01,5.85,3.0,0.0,0.0,0.0,5.0,2.0,7.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_67,record_67,.,,Unknown,16.0,1.0,1.0,1.0,28.0,109.39,0.22,4.57,23.93,500.08,0.04,27.78,11.0,1.0,1.0,0.0,8.0,7.0,20.0,8.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_68,record_68,.,,Unknown,4.0,1.0,1.0,1.0,7.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_69,record_69,.,,Unknown,12.0,2.0,1.0,2.0,24.0,88.81,0.29,3.43,25.9,304.49,0.03,16.92,8.0,2.0,0.0,0.0,6.0,7.0,16.0,8.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_70,record_70,.,,Unknown,8.0,2.0,1.0,1.0,20.0,74.01,0.19,5.25,14.1,388.55,0.02,21.59,5.0,0.0,0.0,0.0,7.0,6.0,11.0,9.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_71,record_71,.,,Unknown,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_72,record_72,.,,Unknown,14.0,2.0,1.0,2.0,29.0,120.93,0.15,6.87,17.59,831.38,0.04,46.19,11.0,1.0,0.0,0.0,10.0,8.0,18.0,11.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_73,record_73,.,,Unknown,56.0,3.0,1.0,2.0,101.0,537.51,0.13,7.5,71.67,4031.36,0.18,223.96,33.0,5.0,14.0,0.0,10.0,30.0,56.0,45.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
1,record_74,record_74,.,,Unknown,30.0,2.0,1.0,2.0,55.0,248.8,0.11,9.17,27.14,2280.63,0.08,126.7,21.0,0.0,4.0,0.0,11.0,12.0,35.0,20.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,kc1,traditional_file
